timestamp,x_coord,y_coord,pm25,temperature,humidity,wind_speed,cluster,risk_index,weather_risk,pm25_slope
2025-04-01 00:00:00,3.745401188473625,3.7364081846669848,8.9907549347563,21.5,59.1,13.6,0,0,False,
2025-04-01 01:00:00,9.50714306409916,3.3291209623140325,36.08913205763312,18.0,85.5,25.3,0,0,False,27.098377122876823
2025-04-01 02:00:00,7.319939418114051,1.7615391250286003,74.16412003398202,28.3,62.1,7.7,0,1,False,38.07498797634889
2025-04-01 03:00:00,5.986584841970366,6.07266670101488,5.888988927172965,19.9,64.4,8.4,0,0,False,-68.27513110680906
2025-04-01 04:00:00,1.5601864044243652,4.766241605086289,111.30873406318446,24.1,62.0,2.3,0,1,False,105.4197451360115
2025-04-01 05:00:00,1.5599452033620265,8.657009923240036,17.66259215617503,24.8,70.5,16.2,0,0,False,-93.64614190700942
2025-04-01 06:00:00,0.5808361216819946,0.3210958048205825,7.575948931702442,24.5,29.5,11.0,0,0,False,-10.086643224472589
2025-04-01 07:00:00,8.661761457749352,6.438679275551263,42.85210549352076,27.0,82.6,10.2,0,0,False,35.27615656181832
2025-04-01 08:00:00,6.011150117432088,7.629488785115611,12.852592240119952,15.6,23.0,13.7,0,0,False,-29.999513253400806
2025-04-01 09:00:00,7.080725777960454,7.59486569188307,18.50911519470935,34.8,64.9,25.5,0,0,False,5.656522954589397
2025-04-01 10:00:00,0.2058449429580244,8.860739670955251,13.406259916065594,29.3,63.1,3.2,0,0,False,-5.102855278643755
2025-04-01 11:00:00,9.699098521619945,7.290337428294941,8.875210630865299,23.5,34.6,15.7,0,0,False,-4.531049285200295
2025-04-01 12:00:00,8.324426408004218,9.278100616476962,41.42965929403167,18.8,22.8,5.9,0,0,False,32.554448663166376
2025-04-01 13:00:00,2.1233911067827616,3.326565998208914,15.084965674042936,16.6,29.7,6.4,0,0,False,-26.34469361998874
2025-04-01 14:00:00,1.8182496720710064,5.032094167515431,4.77478147181612,28.4,39.0,7.7,0,0,False,-10.310184202226814
2025-04-01 15:00:00,1.8340450985343384,0.1407966328289067,34.85024349812824,21.3,81.7,13.8,0,0,False,30.075462026312124
2025-04-01 16:00:00,3.042422429595377,0.0695758730329121,6.015970295042832,19.6,79.9,14.8,0,0,False,-28.83427320308541
2025-04-01 17:00:00,5.247564316322379,2.401266204515199,6.339119174464209,22.6,24.5,26.1,0,0,False,0.3231488794213764
2025-04-01 18:00:00,4.319450186421157,1.0080719713908526,66.19508430519124,26.9,40.2,26.8,0,1,False,59.855965130727036
2025-04-01 19:00:00,2.91229140198042,2.602113679357536,6.071830354918795,28.4,82.3,17.6,0,0,False,-60.12325395027245
2025-04-01 20:00:00,6.118528947223795,1.770432945283974,1.9809076387335975,27.9,36.6,8.4,0,0,False,-4.090922716185197
2025-04-01 21:00:00,1.3949386065204183,0.2852002483864824,37.44456171858188,32.3,89.7,24.6,0,0,False,35.46365407984828
2025-04-01 22:00:00,2.921446485352181,9.093041464060494,14.822355835872626,19.4,38.0,23.8,0,0,False,-22.622205882709252
2025-04-01 23:00:00,3.663618432936917,0.0822313138889152,16.156862449051605,27.7,71.7,23.9,0,0,False,1.334506613178979
2025-04-02 00:00:00,4.56069984217036,7.360821443370854,14.665526544844488,17.0,49.2,0.5,0,0,False,-1.4913359042071175
2025-04-02 01:00:00,7.851759613930136,1.5214788691951653,25.32190772479122,26.0,29.5,22.6,0,0,False,10.656381179946733
2025-04-02 02:00:00,1.9967378215835971,9.122296219996,9.461971433205148,26.7,37.9,25.6,0,0,False,-15.859936291586072
2025-04-02 03:00:00,5.142344384136116,8.927959395898858,87.8925349589882,19.3,67.3,18.2,0,1,False,78.43056352578304
2025-04-02 04:00:00,5.924145688620425,6.539011463692574,4.589492812911012,22.8,43.6,22.5,0,0,False,-83.30304214607717
2025-04-02 05:00:00,0.4645041271999772,6.722341498006052,31.33936316981174,31.5,62.3,23.3,0,0,False,26.74987035690073
2025-04-02 06:00:00,6.075448519014383,0.0533914196968854,38.172715400430974,18.0,34.4,15.2,0,0,False,6.833352230619234
2025-04-02 07:00:00,1.7052412368729153,9.84871566113602,9.39660298293532,23.7,51.4,24.4,0,0,False,-28.776112417495654
2025-04-02 08:00:00,0.6505159298527952,8.778326035758145,7.215745798954304,33.7,55.9,23.8,0,0,False,-2.1808571839810167
2025-04-02 09:00:00,9.488855372533331,8.95106225730092,55.54392861040822,25.1,48.9,27.5,0,1,False,48.32818281145392
2025-04-02 10:00:00,9.656320330745594,6.592445370508719,7.456896030917875,29.5,33.9,27.6,0,0,False,-48.08703257949035
2025-04-02 11:00:00,8.08397348116461,3.447869286545365,10.949962802769988,31.5,52.3,15.9,0,0,False,3.4930667718521136
2025-04-02 12:00:00,3.046137691733706,8.936486490904809,48.77944243178541,19.1,68.5,0.9,0,0,False,37.829479629015424
2025-04-02 13:00:00,0.9767211400638388,2.915169281511924,20.795596000397328,19.4,87.5,0.6,0,0,True,-27.983846431388084
2025-04-02 14:00:00,6.842330265121569,5.627115433422029,3.3296138368929618,30.2,75.3,28.2,0,0,False,-17.465982163504368
2025-04-02 15:00:00,4.4015249373960135,0.997309723438824,115.24486718779788,30.1,31.3,10.1,0,1,False,111.91525335090492
2025-04-02 16:00:00,1.2203823484477885,9.219556301327502,11.822319657226256,16.2,39.1,11.3,0,0,False,-103.42254753057162
2025-04-02 17:00:00,4.951769101112702,1.4077045777121333,13.426665739036167,21.4,25.5,14.1,0,0,False,1.6043460818099113
2025-04-02 18:00:00,0.3438852111521839,2.2489680573040727,25.939950025031614,23.0,29.5,8.0,0,0,False,12.513284285995447
2025-04-02 19:00:00,9.09320402078782,5.58134158128215,37.52760505657744,31.6,37.5,17.7,0,0,False,11.587655031545829
2025-04-02 20:00:00,2.587799816000169,7.640930002129815,142.7513479596901,23.4,34.0,23.5,0,1,False,105.22374290311265
2025-04-02 21:00:00,6.62522284353982,6.1935130593629895,3.818783248689386,33.5,35.0,7.7,0,0,False,-138.9325647110007
2025-04-02 22:00:00,3.1171107608941098,2.3213391280015614,45.87646355288224,34.9,36.2,22.3,0,0,False,42.05768030419286
2025-04-02 23:00:00,5.200680211778108,0.0094304252749033,42.224883094177926,30.6,41.0,20.2,0,0,False,-3.6515804587043164
2025-04-03 00:00:00,5.4671027934327965,7.571505803074392,17.51110216360671,28.3,28.8,15.8,0,0,False,-24.713780930571215
2025-04-03 01:00:00,1.8485445552552704,9.852073259110938,44.13590814628672,22.8,39.4,9.8,0,0,False,26.624805982680005
2025-04-03 02:00:00,9.695846277645586,8.099131203060905,51.12502061736598,16.3,68.2,26.2,0,1,False,6.989112471079267
2025-04-03 03:00:00,7.7513282336111455,4.602066181566153,5.043181913965501,26.5,36.5,12.1,0,0,False,-46.08183870340048
2025-04-03 04:00:00,9.394989415641891,9.037672613991068,115.55729942703576,22.2,32.0,11.2,0,1,False,110.51411751307026
2025-04-03 05:00:00,8.948273504276488,4.0984767311835,4.22592320442272,22.0,24.7,19.2,0,0,False,-111.33137622261305
2025-04-03 06:00:00,5.978999788110851,5.249340842434675,6.453894317463694,28.8,55.0,27.6,0,0,False,2.227971113040973
2025-04-03 07:00:00,9.218742350231167,4.771297673956832,15.4593241533021,24.3,78.9,15.2,0,0,False,9.005429835838406
2025-04-03 08:00:00,0.884925020519195,4.476238726655249,137.6811511863625,30.0,24.1,21.7,0,1,False,122.2218270330604
2025-04-03 09:00:00,1.959828624191452,7.751907692939057,14.757381086225069,23.0,58.0,13.7,0,0,False,-122.92377010013745
2025-04-03 10:00:00,0.4522728891053806,5.26768907269492,19.454260792382776,18.0,65.5,6.6,0,0,False,4.6968797061577074
2025-04-03 11:00:00,3.253303307632644,3.1671712202521607,84.10605852366419,24.2,61.5,3.7,0,1,False,64.65179773128142
2025-04-03 12:00:00,3.88677289689482,2.581581676584783,14.87499860179222,34.0,81.4,4.1,0,0,True,-69.23105992187197
2025-04-03 13:00:00,2.713490317738959,0.3774731696743338,6.181514381922321,31.0,80.6,0.6,0,0,True,-8.693484219869898
2025-04-03 14:00:00,8.287375091519294,5.83195161883046,13.233680921146478,19.1,24.0,16.6,0,0,False,7.052166539224157
2025-04-03 15:00:00,3.567533266935893,2.2996141540103423,79.10624590602666,22.8,45.3,3.9,0,1,False,65.87256498488019
